owner_name,is_facility,Class II,Class II & III,Class III,Other,geoname_mostrecent,no_reservation_or_not_listed,geoid_mostrecent,geocat_mostrecent,datayear,geoname_datayear,geoid_datayear,geocat_datayear,pop_total,pop_aiana,pop_aianac,pop_nhopia,pop_nhopiac,popshare_aiana,popshare_aianac,popshare_nhopia,popshare_nhopiac,popdens,agemed_total,popshare_total_under5,popshare_total_youth,popshare_total_adult,popshare_total_older,atotal,aland,awater,hunit_total,vacancy,hvalmed,hrentmed,hburdshare_total,ownoccshare_total,ownoccshare_aiana,ownoccshare_aianac,ownoccshare_nhopia,ownoccshare_nhopiac,crowdshare_total,crowdshare_aiana,crowdshare_nhopia,hkitch,hplumb,yescompshare,inet_sharehasinet,inet_sharefastband,educ_enroll_total_k12,educ_enroll_aiana_k12,educshare_total_hsgrad,educshare_aiana_hsgrad,educshare_nhopia_hsgrad,educshare_total_bachplus,educshare_aiana_bachplus,educshare_nhopia_bachplus,emp_total_ilf_civ,lfp_total,lfp_aiana,lfp_nhopia,epop_total,epop_aiana,epop_nhopia,unemp_total,unemp_aiana,unemp_nhopia,hincmed_total,hincmed_aiana,hincmed_nhopia,perpersinc_total,perpersinc_aiana,perpersinc_nhopia,povshare_total,povshare_aiana,povshare_nhopia,youthpovshare_total,youthpovshare_aiana,youthpovshare_nhopia,incagg_total,source
"Pueblo of Acoma, New Mexico",2.0,0.0,1.0,1.0,0.0,Acoma Pueblo and Off-Reservation Trust Land,,0010,Federal Reservations/Off-Reservation Trust Lands,1990.0,Acoma,0010,Federal Reservations/Off-Reservation Trust Lands,2590.0,2551.0,,,,98.4942084942085,,,,,,9.4980694980695,29.034749034749,53.7065637065637,7.76061776061776,416.818499052764,,,992.0,38.8104838709677,95381.5964028318,790.571178008802,17.169373549884,89.9505766062603,91.6382252559727,,,,30.1482701812191,,,68.265306122449,63.0612244897959,,,,706.0,706.0,64.7560030983734,64.6178092986604,,6.04182804027885,5.83136327817179,,914.0,54.6650717703349,54.4902912621359,,41.3277511961722,41.1407766990291,,24.398249452954,24.4988864142539,,33371.8983991326,33122.3670833599,,9631.44237515148,9442.54483704318,,49.6508921644686,60.2649006622517,,55.8232931726908,55.8232931726908,,24945650.3019325,1990 decennial census and TIGER/Line shapefiles
"Pueblo of Acoma, New Mexico",2.0,0.0,1.0,1.0,0.0,Acoma Pueblo and Off-Reservation Trust Land,,0010,Federal Reservations/Off-Reservation Trust Lands,2000.0,Acoma,0010,Federal Reservations/Off-Reservation Trust Lands,2802.0,2723.0,2739.0,0.0,,97.180585296217,97.7516059957174,0.0,,4.70884236500858,27.8,8.95788722341185,26.1955745895789,56.745182012848,8.10135617416131,595.215440518053,595.050711576516,0.164728941536723,1004.0,31.5737051792829,82815.5930890965,900.708053041669,13.4969325153374,91.1208151382824,94.4530046224962,92.6426426426426,,,25.904486251809,,,94.7901591895803,93.342981186686,,,,730.0,,73.015873015873,73.3699382292382,,8.53174603174603,7.96156485929993,,932.0,48.1404958677686,48.1895633652822,,40.9607438016529,40.7880724174654,,14.9141630901288,15.3591160220994,,46750.1101243769,46989.0012582878,0.0,15481.9150413783,15359.8151284905,0.0,29.7696184305256,30.1329394387001,,32.4947589098532,32.9087048832272,,43566310.6567294,2000 decennial census and TIGER/Line shapefiles
"Pueblo of Acoma, New Mexico",2.0,0.0,1.0,1.0,0.0,Acoma Pueblo and Off-Reservation Trust Land,,0010,Federal Reservations/Off-Reservation Trust Lands,2010.0,Acoma Pueblo and Off-Reservation Trust Land,0010,Federal Reservations/Off-Reservation Trust Lands,3011.0,2906.0,2947.0,0.0,1.0,96.5127864496845,97.8744603121886,0.0,0.0332115576220525,5.05632600656648,32.8,7.43938890733975,22.1853204915311,59.3490534706078,11.0262371305214,595.656395438064,595.491666496527,0.164728941536723,1167.0,31.191088260497,,,,82.4408468244085,83.0334190231362,83.0140485312899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 decennial census and TIGER/Line shapefiles
"Pueblo of Acoma, New Mexico",2.0,0.0,1.0,1.0,0.0,Acoma Pueblo and Off-Reservation Trust Land,,0010,Federal Reservations/Off-Reservation Trust Lands,2013.0,Acoma,0010,Federal Reservations/Off-Reservation Trust Lands,3239.0,3150.0,3169.0,0.0,0.0,97.2522383451683,97.8388391478852,0.0,0.0,5.43912353864743,34.0,8.05804260574251,19.3269527631985,64.3099722136462,8.30503241741278,595.66508428104,595.500355339503,0.164728941536723,1127.0,40.7275953859805,85282.5173739483,757.340146618345,10.7717041800643,85.9281437125749,87.6335877862595,,,,11.9760479041916,12.2137404580153,,95.059880239521,95.3592814371258,,,,665.0,641.0,86.1675756073376,85.9111791730475,,7.33763014377789,6.89127105666156,,1515.0,61.6104107360716,61.5577889447236,,43.7169581130541,43.6767169179229,,29.042904290429,29.0476190476191,,44652.9843268688,43920.4964475834,,15884.522867933,15744.5653624266,,31.6455696202532,31.1111111111111,,45.6595264937993,43.6915887850467,,51448902.2297536,2009-2013 American Community Survey and TIGER/Line shapefiles
"Pueblo of Acoma, New Mexico",2.0,0.0,1.0,1.0,0.0,Acoma Pueblo and Off-Reservation Trust Land,,0010,Federal Reservations/Off-Reservation Trust Lands,2018.0,Acoma Pueblo and Off-Reservation Trust Land,0010,Federal Reservations/Off-Reservation Trust Lands,2784.0,2689.0,2704.0,6.0,6.0,96.5876436781609,97.1264367816092,0.21551724137931,0.21551724137931,4.67473691468081,36.0,5.24425287356322,19.9353448275862,63.6494252873563,11.1709770114943,595.706264392862,595.541535451325,0.164728941536723,1093.0,35.4071363220494,87855.9362589996,804.537095852441,11.5151515151515,89.8016997167139,92.0937042459737,,,,16.1473087818697,15.2269399707174,,99.1501416430595,97.8753541076487,44.7592067988669,43.0594900849858,19.971671388102,590.0,574.0,89.5555555555556,89.2694063926941,100.0,9.11111111111111,9.36073059360731,0.0,1295.0,59.6499309074159,59.6108210726151,100.0,49.0096729617688,48.6473659231134,100.0,17.8378378378378,18.3917197452229,0.0,51952.7099317203,53026.6395393061,,16861.3015789889,16635.5943394285,,21.6624685138539,22.2801788375559,0.0,22.9885057471264,24.0601503759398,,46941281.1256096,2014-2018 American Community Survey and TIGER/Line shapefiles
"Pueblo of Acoma, New Mexico",2.0,0.0,1.0,1.0,0.0,Acoma Pueblo and Off-Reservation Trust Land,,0010,Federal Reservations/Off-Reservation Trust Lands,2020.0,Acoma Pueblo and Off-Reservation Trust Land,0010,Federal Reservations/Off-Reservation Trust Lands,3230.0,3043.0,3113.0,0.0,5.0,94.2105263157895,96.3777089783282,0.0,0.154798761609907,5.35954445554327,35.1,6.47058823529412,21.2693498452012,58.5758513931888,13.6842105263158,602.827889363553,602.663160422016,0.164728941536723,1152.0,24.4791666666667,,,,84.367816091954,85.4415274463007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 decennial census and TIGER/Line shapefiles
"Pueblo of Acoma, New Mexico",2.0,0.0,1.0,1.0,0.0,Acoma Pueblo and Off-Reservation Trust Land,,0010,Federal Reservations/Off-Reservation Trust Lands,2023.0,Acoma Pueblo and Off-Reservation Trust Land,0010,Federal Reservations/Off-Reservation Trust Lands,3094.0,2762.0,2843.0,13.0,13.0,89.2695539754363,91.8875242404654,0.420168067226891,0.420168067226891,5.13387942583618,42.9,3.91079508726568,16.7097608274079,60.8920491273432,18.4873949579832,602.827889363553,602.663160422016,0.164728941536723,1166.0,34.2195540308748,79000.0,,14.6900269541779,95.3063885267275,95.0549450549451,,,,8.21382007822686,8.65384615384615,,100.0,98.8265971316819,45.2411994784876,58.0182529335072,28.8135593220339,506.0,376.0,91.2827461607949,91.8776875298614,,9.62059620596206,10.1767797419971,,1223.0,46.8582375478927,48.5037406483791,0.0,46.2452107279694,47.8387364921031,0.0,1.30825838103025,1.37103684661525,,48828.0,48281.0,,22296.0,23636.0,,19.4308145240432,18.8993482983345,,27.6206322795341,31.4814814814815,,68984300.0,2019-2023 American Community Survey and TIGER/Line shapefiles
,,,,,,Adai Caddo SDTSA,,9510,State-designated Tribal Statistical Areas (SDTSAs),2000.0,Adais Caddo,9510,State-designated Tribal Statistical Areas (SDTSAs),39080.0,421.0,612.0,7.0,,1.07727737973388,1.56601842374616,0.0179119754350051,,31.2078323708667,30.2,7.09314227226203,18.9048106448311,61.9191402251791,12.0829068577277,1299.00671576031,1252.24974088499,46.7569748753244,16890.0,15.5535820011841,124577.302424624,654.738663311233,33.5298820707575,64.4885367734698,68.1481481481482,75.4789272030651,66.6666666666667,,4.71149127112108,,,99.2918740797869,99.1586622730141,,,,7674.0,,72.7091181409704,47.5409836065574,,18.4269050969001,12.2950819672131,,16538.0,54.7507117791167,58.2608695652174,,49.3577434946699,43.1884057971014,,9.85004232676261,25.8706467661692,,45516.7240478149,40307.1277646034,0.0,24319.1174321251,16072.9494023133,0.0,26.516316888254,31.6037735849057,,33.1639768878263,36.9565217391304,,950423775.398054,2000 decennial census and TIGER/Line shapefiles
,,,,,,Adai Caddo SDTSA,,9510,State-designated Tribal Statistical Areas (SDTSAs),2010.0,Adais Caddo SDTSA,9510,State-designated Tribal Statistical Areas (SDTSAs),2517.0,103.0,169.0,2.0,5.0,4.09217322208979,6.71434247119587,0.0794596742153357,0.198649185538339,17.2071883517851,40.3,6.35677393722686,18.9511323003576,58.6412395709178,16.0508541914978,148.116169134745,146.276076517689,1.84009261705644,1268.0,18.6119873817035,,,,77.7131782945737,82.8571428571429,85.7142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 decennial census and TIGER/Line shapefiles
,,,,,,Adai Caddo SDTSA,,9510,State-designated Tribal Statistical Areas (SDTSAs),2013.0,Adais Caddo,9510,State-designated Tribal Statistical Areas (SDTSAs),2708.0,117.0,217.0,0.0,0.0,4.3205317577548,8.01329394387001,0.0,0.0,18.5121474368103,38.9,7.45937961595273,19.423929098966,55.4283604135894,17.6883308714919,148.116162571008,146.282326739431,1.83383583157714,1258.0,18.5214626391097,78873.2484302007,698.479513461479,26.8862911795962,78.0487804878049,91.8918918918919,,,,2.34146341463415,8.10810810810811,,99.1219512195122,99.609756097561,,,,515.0,37.0,76.1363636363636,54.0983606557377,,9.94318181818182,19.672131147541,,1025.0,50.0,32.3076923076923,,45.6585365853659,29.2307692307692,,8.68292682926829,9.52380952380952,,40769.4905525858,12963.7274492822,,22747.6726940235,7224.16170945271,,25.5003706449222,62.3931623931624,,36.4902506963788,82.6923076923077,,61602361.449313,2009-2013 American Community Survey and TIGER/Line shapefiles
,,,,,,Adai Caddo SDTSA,,9510,State-designated Tribal Statistical Areas (SDTSAs),2018.0,Adais Caddo (state) SDTSA,9510,State-designated Tribal Statistical Areas (SDTSAs),2269.0,74.0,133.0,0.0,0.0,3.26134861172323,5.86161304539445,0.0,0.0,15.5111017883275,44.9,8.90260026443367,12.5605993829881,56.5447333627149,21.9920669898634,148.116162184906,146.28232287841,1.83383930649657,1362.0,27.8267254038179,100961.517910895,813.031454330521,28.1622911694511,58.4944048830112,60.4166666666667,,,,1.22075279755849,0.0,,99.7965412004069,100.0,46.3886063072228,46.6937945066124,17.293997965412,284.0,3.0,87.4453466583385,80.2816901408451,,11.1180512179888,8.45070422535211,,832.0,45.4644808743169,46.4788732394366,,39.7814207650273,46.4788732394366,,12.5,0.0,,34698.2409031745,30336.9945645717,,23012.4305969015,31733.7097943246,,20.4172214824678,22.972972972973,,21.4437367303609,33.3333333333333,,52214457.5208234,2014-2018 American Community Survey and TIGER/Line shapefiles
,,,,,,Adai Caddo SDTSA,,9510,State-designated Tribal Statistical Areas (SDTSAs),2020.0,Adai Caddo SDTSA,9510,State-designated Tribal Statistical Areas (SDTSAs),2026.0,32.0,83.0,2.0,5.0,1.57946692991115,4.09674234945706,0.0987166831194472,0.246791707798618,13.8508203660529,46.9,5.18262586377098,15.2023692003949,56.959526159921,22.6554787759131,148.082224963476,146.272924379666,1.80930058380992,1180.0,22.4576271186441,,,,80.1092896174863,78.5714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 decennial census and TIGER/Line shapefiles
,,,,,,Adai Caddo SDTSA,,9510,State-designated Tribal Statistical Areas (SDTSAs),2023.0,Adai Caddo SDTSA,9510,State-designated Tribal Statistical Areas (SDTSAs),2616.0,87.0,129.0,0.0,0.0,3.3256880733945,4.93119266055046,0.0,0.0,17.884376148862,43.5,4.96941896024465,15.1376146788991,56.460244648318,23.4327217125382,148.082224963476,146.272924379666,1.80930058380992,1494.0,30.053547523427,92700.0,916.0,21.2590299277606,81.0526315789474,100.0,,,,1.24401913875598,0.0,,99.4258373205742,99.8086124401914,45.8373205741627,62.6794258373206,21.8181818181818,409.0,1.0,88.3227176220807,93.8271604938272,,16.4012738853503,8.64197530864197,,1050.0,48.9738805970149,64.2857142857143,,45.5223880597015,64.2857142857143,,7.04761904761905,0.0,,48221.0,,,27956.0,25367.0,,14.5155112983531,9.19540229885057,,20.5374280230326,0.0,,73132800.0,2019-2023 American Community Survey and TIGER/Line shapefiles
Agua Caliente Band of Cahuilla Indians,4.0,1.0,1.0,2.0,0.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,,0020,Federal Reservations/Off-Reservation Trust Lands,1990.0,Agua Caliente,0020,Federal Reservations/Off-Reservation Trust Lands,20206.0,117.0,,,,0.579035929921805,,,,,,3.2267643274275,6.98307433435613,50.3216866277343,39.468474710482,49.6239879846269,,,20840.0,49.3953934740883,342114.430129473,1492.52375789272,44.2539871813981,71.3351033567229,51.9230769230769,,,,2.74037549781908,,,99.6473077827416,99.8118974841288,,,,1357.0,18.0,82.2602699007193,90.2777777777778,,20.5516913382082,15.2777777777778,,8036.0,44.7887637944488,80.8080808080808,,42.3085497714859,76.7676767676768,,5.53758088601294,5.0,,63821.7151285158,62466.7834045539,,53653.8970278717,25153.6894572358,,10.4572158365262,0.0,,19.1011235955056,0.0,,1064461230.10425,1990 decennial census and TIGER/Line shapefiles
Agua Caliente Band of Cahuilla Indians,4.0,1.0,1.0,2.0,0.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,,0020,Federal Reservations/Off-Reservation Trust Lands,2000.0,Agua Caliente,0020,Federal Reservations/Off-Reservation Trust Lands,21358.0,176.0,283.0,22.0,,0.824047195430284,1.32503043356119,0.103005899428785,,433.465619894841,58.9,2.58451165839498,7.40237849985954,50.2809251802603,39.7321846614852,49.6357220674027,49.272650516508,0.363071550894651,20926.0,43.4483417757813,278175.453709529,1254.62084402071,38.1654676258993,72.2241000507014,47.2222222222222,54.5454545454545,50.0,,2.97548605240913,,,99.4928148774303,99.3153000845309,,,,1620.0,,88.5887183920467,78.3783783783784,57.1428571428571,29.430516533391,18.018018018018,14.2857142857143,8690.0,44.4933695151298,58.5185185185185,71.4285714285714,41.9742972710051,48.8888888888889,57.1428571428571,5.66168009205984,16.4556962025316,20.0,66464.8221458646,64146.6933649518,177503.190751585,56730.450829986,42910.1563422543,40452.2320089048,10.5072122183464,18.6046511627907,70.0,20.5400192864031,21.6216216216216,100.0,1211586287.33243,2000 decennial census and TIGER/Line shapefiles
Agua Caliente Band of Cahuilla Indians,4.0,1.0,1.0,2.0,0.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,,0020,Federal Reservations/Off-Reservation Trust Lands,2010.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,0020,Federal Reservations/Off-Reservation Trust Lands,24781.0,238.0,435.0,44.0,98.0,0.960413219805496,1.75537710342601,0.177555385174125,0.395464266978734,464.780995215293,59.6,2.66736612727493,6.47270085952948,51.797748274888,39.0621847383076,53.6820170902959,53.3175845292923,0.36443256100354,22979.0,39.6492449627921,,,,70.4860109604846,59.2233009708738,60.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010 decennial census and TIGER/Line shapefiles
Agua Caliente Band of Cahuilla Indians,4.0,1.0,1.0,2.0,0.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,,0020,Federal Reservations/Off-Reservation Trust Lands,2013.0,Agua Caliente,0020,Federal Reservations/Off-Reservation Trust Lands,24521.0,198.0,453.0,50.0,80.0,0.807471147179968,1.8473961094572,0.203906855348477,0.326250968557563,459.583061227786,59.6,2.25928795726112,7.06333346927124,51.7515598874434,38.9258186860242,53.7140083568468,53.3548819978083,0.359126359038587,23496.0,42.6796050391556,310130.136033177,1379.95484401097,48.9954930868536,68.7035937035937,62.1052631578947,,37.5,,1.5963765963766,4.21052631578947,0.0,99.1609741609742,99.5841995841996,,,,1728.0,30.0,92.1123183293354,89.3939393939394,96.0,36.8279949202766,9.09090909090909,0.0,10447.0,46.4806905143264,37.1069182389937,84.0,40.7679302366969,26.4150943396226,52.0,12.2906097444242,28.8135593220339,38.0952380952381,60482.5706038554,58616.0345257476,46870.0681757775,54855.494074059,52155.753033264,12067.7378112277,14.3278446792824,30.8080808080808,36.0,30.2816901408451,60.9756097560976,,1345127138.17346,2009-2013 American Community Survey and TIGER/Line shapefiles
Agua Caliente Band of Cahuilla Indians,4.0,1.0,1.0,2.0,0.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,,0020,Federal Reservations/Off-Reservation Trust Lands,2018.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,0020,Federal Reservations/Off-Reservation Trust Lands,26028.0,239.0,472.0,93.0,196.0,0.918241893345628,1.81343168895036,0.357307514983864,0.753035192869218,476.239289520528,61.3,2.45120639311511,6.2163823574612,49.2047026279391,42.1277086214846,54.9441896798217,54.653197610396,0.290992069425744,24520.0,42.2838499184339,364772.02264441,1454.96225931686,42.6127184608606,69.9406444318824,76.5957446808511,,57.6923076923077,,1.5616167326173,0.0,0.0,99.3711136235161,99.8233465234596,83.3733747880158,85.9595816845676,75.183719615602,1625.0,13.0,94.018142775757,83.0845771144279,86.2068965517241,40.764275384548,13.4328358208955,17.2413793103448,10636.0,44.2466095349031,39.1509433962264,31.8681318681319,40.8103835593643,34.9056603773585,20.8791208791209,7.76607747273411,10.8433734939759,34.4827586206897,65361.661529261,,,57668.1997076856,75403.2067301342,28990.0320059047,13.4055308450977,22.0338983050847,35.4838709677419,28.0036546368205,0.0,0.0,1500983237.37536,2014-2018 American Community Survey and TIGER/Line shapefiles
Agua Caliente Band of Cahuilla Indians,4.0,1.0,1.0,2.0,0.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,,0020,Federal Reservations/Off-Reservation Trust Lands,2020.0,Agua Caliente Indian Reservation and Off-Reservation Trust Land,0020,Federal Reservations/Off-Reservation Trust Lands,27090.0,333.0,825.0,46.0,98.0,1.22923588039867,3.04540420819491,0.169804355850867,0.361757105943152,494.545936117806,62.9,1.46917681801403,4.73237356958287,48.8778146917682,44.9206349206349,55.0667979646779,54.7775201888361,0.289277775841782,25233.0,38.0335275234812,,,,72.2435405474546,57.6271186440678,,57.1428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 decennial census and TIGER/Line shapefiles
